Name;ID;RegistrationDate;Location;Owner;Flow;MaintenanceTime;Road
ОП с. Последниково;22043;05.05.2017;с. Последниково а/д К-05 «Бийск – Мартыново – Ельцовка – граница Кемеровской области» 157км (справа);"КГКУ ""Алтайавтодор""";30;2;а/д К-05 «Бийск – Мартыново – Ельцовка – граница Кемеровской области» 157км
АС г. Краснослободск;13007;29.09.2016;431430 г. Краснослободск Республика Мордовия, г. Краснослободск, Комсомольская площадь, 20;"ОАО  ""Объединение автовокзалов и автостанций""";9;5;ул. Интернациональная, Комсомольская площадь
"АВ ОАО ""Томскавтотранс""";70016;29.09.2016;634012 г. Томск Томская область, г. Томск, пр. Кирова, 68;"ОАО ""Томскавтотранс""";33;3;1 вариант: со стороны г. Мариинска (ул. Иркутский тракт, ул. Пушкина, пр. Комсомольский, пр. Кирова), 2 вариант: со стороны г. Новосибирска, г. Кемерова (ул. Нахимова, пл. транспортная, ул. Елизаровых)
ОП с. Гужово;76094;22.05.2017;с. Гужово а/д Данилов – Пошехонье, 30км+650м (справа), 30км+665м (слева);Департамент транспорта Ярославской области;30;2;а/д Данилов – Пошехонье, 30км
Тисульская АС;42107;18.07.2016;652210 пгт Тисуль пгт Тисуль, ул. Октябрьская, 4А;"Государственное учреждение ""Кузбасспассажиравтотранс""";11;1;Со стороны г. Мариинска: пгт Тисуль (ул. Ленина)    , пгт Тисуль (ул. Октябрьская), Со стороны Красноярского края: пгт Тисуль (ул. Калинина), пгт Тисуль (ул. Ленина), пгт Тисуль (ул. Октябрьская)
АВ г. Владивосток;25004;22.03.2017;"690039 г. Владивосток Приморский край, г. Владивосток, ул. Русская, 2 ""А""";"ООО ""Приморские Авто Линии""";24;5;г. Владивосток (ул. Русская)
ОП г. Аксай 1059 км-2;61092;03.04.2017;"г. Аксай а/д М-4 «Дон» Москва – Воронеж – Ростов-на-Дону – Краснодар – Новороссийск, г. Аксай 1059км+960м (справа), 1059км+800м (слева)";"ГК ""Автодор""";20;2;"М-4 ""Дон"" 1059 км, г. Аксай"
АВ г. Ишим;72002;29.09.2016;г. Ишим Тюменская область. г. Ишим, ул. Иркутская, 9;"ГБУ ТО ""Объединение АВ и АС""";15;5;1 вариант: Р-402, ул. Бригадная, ул. Республики, ул. Артиллерийская, ул. Карла Маркса, ул. Иркутская, ул. Хабаровская, 2 вариант: Р-402, ул. Республики, ул. Артиллерийская, ул. Карла Маркса, ул. Иркутская, ул. Хабаровская, 3 вариант: ул. Ялуторовская, ул. Магистральная, ул. Казанская, ул. Орджоникидзе, ул. Литвинова, ул. Советская, ул. Просвещения, ул. Карла Маркса, ул. Иркутская, ул. Хабаровская
ОП с. Полеводка;22171;22.03.2017;"с. Полеводка АД Р-256 ""Чуйский тракт"" Новосибирск - Барнаул-Горно-Алтайск – граница с Монголией 377км.+671м. (справа), 377км.+914м. (слева)";"ФКУ Упрдор ""Алтай""";12;5;"АД Р-256 ""Чуйский тракт"" Новосибирск - Барнаул-Горно-Алтайск – граница с Монголией 377 км, с. Полеводка"
Кассовый пункт с. Питерка;64107;02.02.2017;с. Питерка Саратовская область, с. Питерка, ул. Колхозная, 105;"ОАО ""Саратовское объединение автовокзалов и автостанций""";12;5;с. Питерка (ул. Колхозная)
АВ г. Астрахань;30001;05.08.2016;414040 г. Астрахань Астраханская область, г. Астрахань, Анри Барбюса ул., д. 29в;"ГП Астраханской области ""ПАТП №3""";23;10;"1 вариант: г. Астрахань (ул. Анри Барбюса, Новый мост, ул. Магистральная, Ниолаевское шоссе, Западная объездная трасса, ул. Савушкина, ул. Латышева, мост через реки Прямая и Кривая Болда, Аксарайское шоссе, ул. Пушкина, ул. К.Маркса, ул. Пирогова, переулок Ульяновский, пл. Заводская, ул. Ногинаская, ул. Победы, ул. Чкалова, ул. Шоссейная, ул. Вильямса, ул. Акмолинская, переулок Лобачесвого, ул. Молодежная), 2 вариант: а/д ""Волгоград-Астрахань"", г. Харабали (ул. Лесхозная, ул. Богдана Хмельницкого, ул. Волжская), 3 вариант: а/д ""Волгоград-Астрахань"", с. Сасыколи (ул. Юбилейная, ул. Степная), 4 вариант: а/д ""Волгоград-Астрахань"", г. Ахтубинск (ул. Астраханская, ул. Туполева, ул. Черно-Иванова, шоссе Авиаторов, ул. Черно-Иванова, ул. Добролюбова, ул. Черно-Иванова), 5 вариант: а/д ""Сеитовка-Ватажное"", 6 вариант: а/д ""Кондаковка-Караозек"", а/д ""Караозек-Кошелевка"", Р215, с. Икряное (ул. Бакинская, ул. 1 Мая, ул. Зеленая), Р215, п. Лиман (ул. Героев, ул. Электрическая, ул. Ленина, ул. Электрическая, ул. Героев), Р215, а/д ""Лагань-Джалыково-Лиман"", Р22, г. Наримов (ул. Волгограская), Р22, с. Енотаевка (ул. Татищева, ул. Днепровская, ул. Татищева), Р22, с. Никольское (ул. Московская), Р22, с. Черный Яр (ул. Победы, пл. Ленина, ул. Победы)"
